windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
32,1770807589.809892,1770807594.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
34,1770807599.809892,1770807604.809892,61,77.14754098360656,97.12446242932722,2,2,2,2,5,56,idle
36,1770807609.809892,1770807614.809892,39,181.3846153846154,216.78665420476318,7,7,7,7,37,2,idle
37,1770807614.809892,1770807619.809892,68,79.69117647058823,121.29097336360519,4,4,3,3,9,57,idle
38,1770807619.809892,1770807624.809892,5,269.2,302.11868528775244,2,2,2,2,5,0,idle
40,1770807629.809892,1770807634.809892,63,76.60317460317461,95.5931465492098,2,2,2,2,5,58,idle
41,1770807634.809892,1770807639.809892,1,135.0,,1,1,1,1,1,0,idle
42,1770807639.809892,1770807644.809892,27,217.96296296296296,260.59022968305584,3,3,6,6,27,0,idle
43,1770807644.809892,1770807649.809892,46,60.0,0.0,2,2,0,0,0,44,idle
44,1770807649.809892,1770807654.809892,10,311.8,302.67907463553246,2,2,3,3,10,0,idle
46,1770807659.809892,1770807664.809892,44,117.22727272727273,174.83984214615194,2,2,3,3,10,34,idle
47,1770807664.809892,1770807669.809892,1,135.0,,1,1,1,1,1,0,idle
48,1770807669.809892,1770807674.809892,12,276.5833333333333,286.24924242323993,3,3,5,5,12,0,idle
49,1770807674.809892,1770807679.809892,59,60.0,0.0,2,2,0,0,0,59,idle
50,1770807679.809892,1770807684.809892,10,311.8,302.67907463553246,2,2,3,3,10,0,idle
52,1770807689.809892,1770807694.809892,814,328.16584766584765,483.4983379675912,5,5,12,12,750,64,alexa_longResponse
53,1770807694.809892,1770807699.809892,56,711.1785714285714,719.35069477823,2,2,2,2,54,0,alexa_longResponse
54,1770807699.809892,1770807704.809892,13,259.46153846153845,278.5320494379463,3,3,4,4,13,0,alexa_longResponse
